GEN_ID,PLANT_NAME,PLANT_TYPE,FUEL_TYPE,ZONE,BUS,PG,PMAX,PMIN,COST
56872_G_1,Meldahl Hydroelectric Project,Hydro,Hydro,PJM_West,0,0,35.0,0,0.0
56872_G_2,Meldahl Hydroelectric Project,Hydro,Hydro,PJM_West,0,0,35.0,0,0.0
56872_G_3,Meldahl Hydroelectric Project,Hydro,Hydro,PJM_West,0,0,35.0,0,0.0
56873_G_1,SECCRA Community Landfill,Landfill Gas,Landfill Gas,PJM_EMAC,0,0,0.9,0,1.5
56873_G_3,SECCRA Community Landfill,Landfill Gas,Landfill Gas,PJM_EMAC,0,0,1.6,0,1.5
56877_G_TBD,Hall's Warehouse Solar Project,Solar PV,Solar,PJM_EMAC,0,0,1.6,0,0.0
56883_G_GEN 1,Pennsauken Solar,Solar PV,Solar,PJM_EMAC,0,0,0.2,0,0.0
56883_G_GEN 2,Pennsauken Solar,Solar PV,Solar,PJM_EMAC,0,0,0.2,0,0.0
56883_G_GEN 3,Pennsauken Solar,Solar PV,Solar,PJM_EMAC,0,0,0.1,0,0.0
56883_G_GEN 4,Pennsauken Solar,Solar PV,Solar,PJM_EMAC,0,0,0.2,0,0.0
56883_G_GEN 5,Pennsauken Solar,Solar PV,Solar,PJM_EMAC,0,0,0.1,0,0.0
56883_G_GEN 6,Pennsauken Solar,Solar PV,Solar,PJM_EMAC,0,0,0.2,0,0.0
56883_G_GEN 7,Pennsauken Solar,Solar PV,Solar,PJM_EMAC,0,0,0.2,0,0.0
56883_G_GEN 8,Pennsauken Solar,Solar PV,Solar,PJM_EMAC,0,0,0.2,0,0.0
56883_G_GEN 9,Pennsauken Solar,Solar PV,Solar,PJM_EMAC,0,0,0.1,0,0.0
56883_G_GEN10,Pennsauken Solar,Solar PV,Solar,PJM_EMAC,0,0,2.4,0,0.0
56884_G_GEN 2,Cumberland County Solid Waste Complex,Landfill Gas,Landfill Gas,PJM_EMAC,0,0,1.6,0,1.5
56884_G_GEN 3,Cumberland County Solid Waste Complex,Landfill Gas,Landfill Gas,PJM_EMAC,0,0,1.6,0,1.5
56884_G_GEN1,Cumberland County Solid Waste Complex,Landfill Gas,Landfill Gas,PJM_EMAC,0,0,1.6,0,1.5
56887_G_GEN 1,Cumberland County PA LFG Recovery,Landfill Gas,Landfill Gas,PJM_PENE,0,0,1.6,0,1.5
56887_G_GEN 2,Cumberland County PA LFG Recovery,Landfill Gas,Landfill Gas,PJM_PENE,0,0,1.6,0,1.5
56887_G_GEN 3,Cumberland County PA LFG Recovery,Landfill Gas,Landfill Gas,PJM_PENE,0,0,1.6,0,1.5
56887_G_GEN 4,Cumberland County PA LFG Recovery,Landfill Gas,Landfill Gas,PJM_PENE,0,0,1.6,0,1.5
56888_G_GEN 1,Warren County Solar,Solar PV,Solar,PJM_EMAC,0,0,0.5,0,0.0
56888_G_GEN 2,Warren County Solar,Solar PV,Solar,PJM_EMAC,0,0,0.5,0,0.0
56888_G_GEN 3,Warren County Solar,Solar PV,Solar,PJM_EMAC,0,0,0.5,0,0.0
56888_G_GEN 4,Warren County Solar,Solar PV,Solar,PJM_EMAC,0,0,0.5,0,0.0
56889_G_GEN 1,PPL Renewable Energy Merck Solar,Solar PV,Solar,PJM_EMAC,0,0,1.7,0,0.0
56890_G_GEN 1,Norther Tier Landfill,Landfill Gas,Landfill Gas,PJM_PENE,0,0,1.6,0,1.5
56894_G_1,Ameresco Stafford,Landfill Gas,Landfill Gas,PJM_Dom,0,0,1.0,0,1.5
56894_G_2,Ameresco Stafford,Landfill Gas,Landfill Gas,PJM_Dom,0,0,1.0,0,1.5
56900_G_1,Atlantic City Convention Center,Solar PV,Solar,PJM_EMAC,0,0,0.5,0,0.0
56900_G_2,Atlantic City Convention Center,Solar PV,Solar,PJM_EMAC,0,0,0.5,0,0.0
56900_G_3,Atlantic City Convention Center,Solar PV,Solar,PJM_EMAC,0,0,0.5,0,0.0
56900_G_4,Atlantic City Convention Center,Solar PV,Solar,PJM_EMAC,0,0,0.5,0,0.0
56911_G_GEN1,Broad Mountain,Landfill Gas,Landfill Gas,PJM_WMAC,0,0,4.1,0,1.5
56911_G_GEN2,Broad Mountain,Landfill Gas,Landfill Gas,PJM_WMAC,0,0,4.1,0,1.5
56941_G_1,Grand Ridge Wind Energy Center,Onshore Wind,Wind,PJM_COMD,0,0,99.0,0,0.0
56941_G_2,Grand Ridge Wind Energy Center,Onshore Wind,Wind,PJM_COMD,0,0,51.0,0,0.0
56941_G_3,Grand Ridge Wind Energy Center,Onshore Wind,Wind,PJM_COMD,0,0,49.5,0,0.0
56941_G_4,Grand Ridge Wind Energy Center,Onshore Wind,Wind,PJM_COMD,0,0,10.5,0,0.0
56957_G_LFG1,"Pioneer Crossing Energy, LLC",Landfill Gas,Landfill Gas,PJM_WMAC,0,0,1.6,0,1.5
56957_G_LFG2,"Pioneer Crossing Energy, LLC",Landfill Gas,Landfill Gas,PJM_WMAC,0,0,1.6,0,1.5
56957_G_LFG3,"Pioneer Crossing Energy, LLC",Landfill Gas,Landfill Gas,PJM_WMAC,0,0,1.6,0,1.5
56957_G_LFG4,"Pioneer Crossing Energy, LLC",Landfill Gas,Landfill Gas,PJM_WMAC,0,0,1.6,0,1.5
56957_G_LFG5,"Pioneer Crossing Energy, LLC",Landfill Gas,Landfill Gas,PJM_WMAC,0,0,1.6,0,1.5
56963_G_E101,West Deptford Energy Station,Combined Cycle,Natural Gas,PJM_EMAC,0,0,210.9,0,2.55
56963_G_E102,West Deptford Energy Station,Combined Cycle,Natural Gas,PJM_EMAC,0,0,211.8,0,2.55
56963_G_STG1,West Deptford Energy Station,Combined Cycle,Natural Gas,PJM_EMAC,0,0,312.6,0,2.55
56980_G_1,Stony Creek Wind Farm LLC,Onshore Wind,Wind,PJM_PENE,0,0,52.5,0,0.0
56993_G_MESA,MF Mesa Lane LLC,Solar PV,Solar,PJM_EMAC,0,0,3.0,0,0.0
57014_G_GEN1,Waste Management Arden LFGTE,Landfill Gas,Landfill Gas,PJM_AP,0,0,0.8,0,1.5
57014_G_GEN2,Waste Management Arden LFGTE,Landfill Gas,Landfill Gas,PJM_AP,0,0,0.8,0,1.5
57014_G_GEN3,Waste Management Arden LFGTE,Landfill Gas,Landfill Gas,PJM_AP,0,0,0.8,0,1.5
57014_G_GEN4,Waste Management Arden LFGTE,Landfill Gas,Landfill Gas,PJM_AP,0,0,0.8,0,1.5
57014_G_GEN5,Waste Management Arden LFGTE,Landfill Gas,Landfill Gas,PJM_AP,0,0,0.8,0,1.5
57014_G_GEN6,Waste Management Arden LFGTE,Landfill Gas,Landfill Gas,PJM_AP,0,0,0.8,0,1.5
57018_G_GEN1,Waste Management Middle Peninsula LFGTE,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.8,0,1.5
57018_G_GEN2,Waste Management Middle Peninsula LFGTE,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.8,0,1.5
57018_G_GEN3,Waste Management Middle Peninsula LFGTE,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.8,0,1.5
57018_G_GEN4,Waste Management Middle Peninsula LFGTE,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.8,0,1.5
57018_G_GEN5,Waste Management Middle Peninsula LFGTE,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.8,0,1.5
57018_G_GEN6,Waste Management Middle Peninsula LFGTE,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.8,0,1.5
57018_G_GEN7,Waste Management Middle Peninsula LFGTE,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.8,0,1.5
57018_G_GEN8,Waste Management Middle Peninsula LFGTE,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.8,0,1.5
57022_G_GEN1,Waste Management King George LFGTE,Landfill Gas,Landfill Gas,PJM_Dom,0,0,2.8,0,1.5
57022_G_GEN2,Waste Management King George LFGTE,Landfill Gas,Landfill Gas,PJM_Dom,0,0,2.8,0,1.5
57022_G_GEN3,Waste Management King George LFGTE,Landfill Gas,Landfill Gas,PJM_Dom,0,0,2.8,0,1.5
57022_G_GEN4,Waste Management King George LFGTE,Landfill Gas,Landfill Gas,PJM_Dom,0,0,2.9,0,1.5
57044_G_1,Armenia Mountain Wind Farm,Onshore Wind,Wind,PJM_PENE,0,0,100.5,0,0.0
57081_G_CVS1,Calpine Vineland Solar LLC,Solar PV,Solar,PJM_EMAC,0,0,2.3,0,0.0
57081_G_CVS2,Calpine Vineland Solar LLC,Solar PV,Solar,PJM_EMAC,0,0,1.8,0,0.0
57094_G_1,Streator Cayuga Ridge South,Onshore Wind,Wind,PJM_COMD,0,0,300.0,0,0.0
57109_G_GEN 1,Meadow Lake Wind Farm LLC,Onshore Wind,Wind,PJM_West,0,0,199.7,0,0.0
57110_G_GEN 1,Blackstone Wind Farm LLC,Onshore Wind,Wind,PJM_COMD,0,0,106.0,0,0.0
57112_G_GEN1,Meadow Lake Wind Farm II LLC,Onshore Wind,Wind,PJM_West,0,0,102.3,0,0.0
57113_G_GEN 1,Blackstone Wind Farm II LLC,Onshore Wind,Wind,PJM_COMD,0,0,200.0,0,0.0
57115_G_GEN 1,Meadow Lake Wind Farm III LLC,Onshore Wind,Wind,PJM_West,0,0,103.5,0,0.0
57135_G_1,Big Sky Wind LLC,Onshore Wind,Wind,PJM_COMD,0,0,239.4,0,0.0
57139_G_1,Cambria Wind LLC,Onshore Wind,Wind,PJM_PENE,0,0,62.5,0,0.0
57151_G_GEN1,Beech Ridge Energy LLC,Onshore Wind,Wind,PJM_AP,0,0,100.5,0,0.0
57170_G_GEN1,Suburban Landfill Gas Recovery,Landfill Gas,Landfill Gas,PJM_West,0,0,0.8,0,1.5
57170_G_GEN2,Suburban Landfill Gas Recovery,Landfill Gas,Landfill Gas,PJM_West,0,0,0.8,0,1.5
57170_G_GEN3,Suburban Landfill Gas Recovery,Landfill Gas,Landfill Gas,PJM_West,0,0,0.8,0,1.5
57170_G_GEN4,Suburban Landfill Gas Recovery,Landfill Gas,Landfill Gas,PJM_West,0,0,0.8,0,1.5
57170_G_GEN5,Suburban Landfill Gas Recovery,Landfill Gas,Landfill Gas,PJM_West,0,0,0.8,0,1.5
57170_G_GEN6,Suburban Landfill Gas Recovery,Landfill Gas,Landfill Gas,PJM_West,0,0,0.8,0,1.5
57170_G_GEN7,Suburban Landfill Gas Recovery,Landfill Gas,Landfill Gas,PJM_West,0,0,0.8,0,1.5
57176_G_FSMW,University of Delaware Wind Turbine,Onshore Wind,Wind,PJM_EMAC,0,0,2.0,0,0.0
57177_G_GEN 1,Meadow Lake Wind Farm IV,Onshore Wind,Wind,PJM_West,0,0,105.7,0,0.0
57182_G_1,PPL Frey Farm Landfill Wind,Onshore Wind,Wind,PJM_EMAC,0,0,3.2,0,0.0
57191_G_ECS1,Exelon Solar Chicago,Solar PV,Solar,PJM_COMD,0,0,9.0,0,0.0
57203_G_1,Wyandot Solar Farm,Solar PV,Solar,PJM_West,0,0,10.0,0,0.0
57204_G_1,PSEG Hackettstown,Solar PV,Solar,PJM_EMAC,0,0,2.2,0,0.0
57216_G_1,Crayola Solar Project,Solar PV,Solar,PJM_WMAC,0,0,1.0,0,0.0
57216_G_2,Crayola Solar Project,Solar PV,Solar,PJM_WMAC,0,0,1.0,0,0.0
57216_G_3,Crayola Solar Project,Solar PV,Solar,PJM_WMAC,0,0,0.8,0,0.0
57239_G_SRRW1,Roth Rock Wind Farm LLC,Onshore Wind,Wind,PJM_AP,0,0,40.0,0,0.0
57240_G_SRRNW,"Roth Rock North Wind Farm, LLC",Onshore Wind,Wind,PJM_AP,0,0,10.0,0,0.0
57249_G_GEN1,Renewable Energy Services of Ohio,Landfill Gas,Landfill Gas,PJM_ATSI,0,0,1.6,0,1.5
57249_G_GEN2,Renewable Energy Services of Ohio,Landfill Gas,Landfill Gas,PJM_ATSI,0,0,0.8,0,1.5
57256_G_1,PA Solar Park,Solar PV,Solar,PJM_WMAC,0,0,10.0,0,0.0
57268_G_1,Chestnut Flats Wind Farm,Onshore Wind,Wind,PJM_PENE,0,0,38.0,0,0.0
57280_G_1,Aqua Ingrams Mill,Solar PV,Solar,PJM_EMAC,0,0,0.9,0,0.0
57284_G_1,Minonk Wind Farm,Onshore Wind,Wind,PJM_COMD,0,0,192.3,0,0.0
57285_G_1,Sandy Ridge Wind Farm,Onshore Wind,Wind,PJM_PENE,0,0,48.2,0,0.0
57300_G_1,Criterion,Onshore Wind,Wind,PJM_AP,0,0,70.0,0,0.0
57325_G_BFT,FPL Energy Illinois Wind LLC Hybrid,Energy Storage,Energy Storage,PJM_COMD,0,0,20.0,0,0.0
57325_G_GE1.5,FPL Energy Illinois Wind LLC Hybrid,Onshore Wind,Wind,PJM_COMD,0,0,217.5,0,0.0
57330_G_1,Kent County Wastewater Treatment Solar,Solar PV,Solar,PJM_EMAC,0,0,1.2,0,0.0
57337_G_1,Dover Sun Park,Solar PV,Solar,PJM_EMAC,0,0,10.0,0,0.0
57341_G_SILV,Silver Lake Solar Farm,Solar PV,Solar,PJM_EMAC,0,0,1.7,0,0.0
57342_G_1,White Oak Energy LLC,Onshore Wind,Wind,PJM_COMD,0,0,150.0,0,0.0
57349_G_CTG1,Garrison Energy Center LLC,Combined Cycle,"Natural Gas, Distillate Fuel Oil",PJM_EMAC,0,0,186.0,0,12.025
57349_G_STG2,Garrison Energy Center LLC,Combined Cycle,"Natural Gas, Distillate Fuel Oil",PJM_EMAC,0,0,123.0,0,12.025
57352_G_TREN,Trenton Solar Farm,Solar PV,Solar,PJM_EMAC,0,0,1.0,0,0.0
57356_G_1,Henrico,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.3,0,1.5
57356_G_10,Henrico,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.3,0,1.5
57356_G_11,Henrico,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.3,0,1.5
57356_G_12,Henrico,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.3,0,1.5
57356_G_2,Henrico,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.3,0,1.5
57356_G_3,Henrico,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.3,0,1.5
57356_G_4,Henrico,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.3,0,1.5
57356_G_5,Henrico,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.3,0,1.5
57356_G_6,Henrico,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.3,0,1.5
57356_G_7,Henrico,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.3,0,1.5
57356_G_8,Henrico,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.3,0,1.5
57356_G_9,Henrico,Landfill Gas,Landfill Gas,PJM_Dom,0,0,0.3,0,1.5
57362_G_1,Morgantown Solar Park,Solar PV,Solar,PJM_WMAC,0,0,1.6,0,0.0
57363_G_1,510 REPP One,Solar PV,Solar,PJM_Dom,0,0,1.3,0,0.0
57367_G_POCON,Pocono Solar Project,Solar PV,Solar,PJM_WMAC,0,0,2.5,0,0.0
57381_G_LIND,Linden Solar Farm,Solar PV,Solar,PJM_EMAC,0,0,2.7,0,0.0
57382_G_YARD,Yardville Solar Farm,Solar PV,Solar,PJM_EMAC,0,0,3.6,0,0.0
57383_G_BAYO,WEA Texas Bayonne,Solar PV,Solar,PJM_EMAC,0,0,1.5,0,0.0
57384_G_MATR,Matrix Buildings A&B (Perth Amboy) Solar,Solar PV,Solar,PJM_EMAC,0,0,2.5,0,0.0
57390_G_1,GSK York RDC Solar Facility,Solar PV,Solar,PJM_WMAC,0,0,1.6,0,0.0
57397_G_PV01,Dow Jones South Brunswick Solar,Solar PV,Solar,PJM_EMAC,0,0,2.2,0,0.0
57397_G_PV02,Dow Jones South Brunswick Solar,Solar PV,Solar,PJM_EMAC,0,0,1.4,0,0.0
57401_G_WIG1,Willow Island Hydroelectric Plant,Hydro,Hydro,PJM_AP,0,0,22.0,0,0.0
57401_G_WIG2,Willow Island Hydroelectric Plant,Hydro,Hydro,PJM_AP,0,0,22.0,0,0.0
57406_G_GEN1,Prairie View IL,Landfill Gas,Landfill Gas,PJM_COMD,0,0,1.6,0,1.5
57406_G_GEN2,Prairie View IL,Landfill Gas,Landfill Gas,PJM_COMD,0,0,1.6,0,1.5
57406_G_GEN3,Prairie View IL,Landfill Gas,Landfill Gas,PJM_COMD,0,0,1.6,0,1.5
57410_G_GEN1,Geneva,Landfill Gas,Landfill Gas,PJM_ATSI,0,0,0.8,0,1.5
57410_G_GEN2,Geneva,Landfill Gas,Landfill Gas,PJM_ATSI,0,0,0.8,0,1.5
57410_G_GEN3,Geneva,Landfill Gas,Landfill Gas,PJM_ATSI,0,0,0.8,0,1.5
57410_G_GEN4,Geneva,Landfill Gas,Landfill Gas,PJM_ATSI,0,0,0.8,0,1.5
57410_G_GEN5,Geneva,Landfill Gas,Landfill Gas,PJM_ATSI,0,0,0.8,0,1.5
57411_G_GEN1,Mahoning,Landfill Gas,Landfill Gas,PJM_ATSI,0,0,0.8,0,1.5
57411_G_GEN2,Mahoning,Landfill Gas,Landfill Gas,PJM_ATSI,0,0,0.8,0,1.5
57411_G_GEN3,Mahoning,Landfill Gas,Landfill Gas,PJM_ATSI,0,0,0.8,0,1.5
57411_G_GEN4,Mahoning,Landfill Gas,Landfill Gas,PJM_ATSI,0,0,0.8,0,1.5
57411_G_GEN5,Mahoning,Landfill Gas,Landfill Gas,PJM_ATSI,0,0,0.8,0,1.5
57412_G_1,Knouse Solar Project 1,Solar PV,Solar,PJM_WMAC,0,0,2.8,0,0.0
57435_G_1,Solar Star North Carolina II LLC,Solar PV,Solar,PJM_Dom,0,0,1.0,0,0.0
57435_G_2,Solar Star North Carolina II LLC,Solar PV,Solar,PJM_Dom,0,0,1.0,0,0.0
57435_G_3,Solar Star North Carolina II LLC,Solar PV,Solar,PJM_Dom,0,0,1.0,0,0.0
57435_G_4,Solar Star North Carolina II LLC,Solar PV,Solar,PJM_Dom,0,0,1.0,0,0.0
57435_G_5,Solar Star North Carolina II LLC,Solar PV,Solar,PJM_Dom,0,0,1.0,0,0.0
57447_G_1,Laurel Mountain Hybrid,Onshore Wind,Wind,PJM_AP,0,0,97.6,0,0.0
57447_G_2,Laurel Mountain Hybrid,Energy Storage,Energy Storage,PJM_AP,0,0,16.0,0,0.0
57448_G_PILE,Pilesgrove,Solar PV,Solar,PJM_EMAC,0,0,17.7,0,0.0
57449_G_1,Blue Creek Wind Project,Onshore Wind,Wind,PJM_West,0,0,302.0,0,0.0
57458_G_1,145 Talmadge Solar,Solar PV,Solar,PJM_EMAC,0,0,3.8,0,0.0
57462_G_1,Napoleon Solar I,Solar PV,Solar,PJM_ATSI,0,0,8.0,0,0.0
57465_G_1,Romark PA Solar,Solar PV,Solar,PJM_WMAC,0,0,1.8,0,0.0
57466_G_GEN1,Blue Ridge Landfill,Landfill Gas,Landfill Gas,PJM_AP,0,0,1.6,0,1.5
57466_G_GEN2,Blue Ridge Landfill,Landfill Gas,Landfill Gas,PJM_AP,0,0,1.6,0,1.5
57466_G_GEN3,Blue Ridge Landfill,Landfill Gas,Landfill Gas,PJM_AP,0,0,1.6,0,1.5
57466_G_GEN4,Blue Ridge Landfill,Landfill Gas,Landfill Gas,PJM_AP,0,0,1.6,0,1.5
57471_G_MHNJ,Murray Hill Solar,Solar PV,Solar,PJM_EMAC,0,0,1.0,0,0.0
57485_G_FSNJ,Flemington Solar,Solar PV,Solar,PJM_EMAC,0,0,7.9,0,0.0
57486_G_F1NJ,Frenchtown I Solar,Solar PV,Solar,PJM_EMAC,0,0,3.0,0,0.0
57487_G_F2NJ,Frenchtown II Solar,Solar PV,Solar,PJM_EMAC,0,0,3.0,0,0.0
57488_G_LSNJ,Lebanon Solar,Solar PV,Solar,PJM_EMAC,0,0,2.0,0,0.0
57494_G_MFRS,Masser Farms Realty Solar,Solar PV,Solar,PJM_WMAC,0,0,1.0,0,0.0
57519_G_GEN1,Trexlertown Solar Array North and South,Solar PV,Solar,PJM_WMAC,0,0,1.9,0,0.0
57570_G_WTG,Cooper Farms VW Project,Onshore Wind,Wind,PJM_West,0,0,4.5,0,0.0
57574_G_ETS1,ETS Ewing Solar Facility,Solar PV,Solar,PJM_EMAC,0,0,1.3,0,0.0
57581_G_1,Allenwood,Landfill Gas,Landfill Gas,PJM_WMAC,0,0,1.6,0,1.5
57581_G_2,Allenwood,Landfill Gas,Landfill Gas,PJM_WMAC,0,0,1.6,0,1.5
57582_G_1,Lycoming County,Landfill Gas,Landfill Gas,PJM_WMAC,0,0,1.5,0,1.5
57582_G_2,Lycoming County,Landfill Gas,Landfill Gas,PJM_WMAC,0,0,1.5,0,1.5
57588_G_STULT,Matrix Stults Road Solar Facility,Solar PV,Solar,PJM_EMAC,0,0,2.6,0,0.0
57595_G_1,Pinnacle Wind Force LLC,Onshore Wind,Wind,PJM_AP,0,0,53.7,0,0.0
57613_G_WTG1,LE Wind Turbine 1,Onshore Wind,Wind,PJM_ATSI,0,0,2.5,0,0.0
57620_G_GEN1,Paulding Wind Farm II,Onshore Wind,Wind,PJM_West,0,0,99.0,0,0.0
57623_G_GEN1,Bright Stalk Wind Farm I,Onshore Wind,Wind,PJM_COMD,0,0,205.2,0,0.0
57637_G_1,Union City Wind Turbine,Onshore Wind,Wind,PJM_West,0,0,1.0,0,0.0
57640_G_1,500 Virginia Solar,Solar PV,Solar,PJM_EMAC,0,0,1.0,0,0.0
57646_G_PV1,McCormick & Co. Inc. at Belcamp,Solar PV,Solar,PJM_SMAC,0,0,1.4,0,0.0
57647_G_PV1,"Toys R Us- DE, Inc. at Mt. Olive, NJ",Solar PV,Solar,PJM_EMAC,0,0,4.1,0,0.0
57660_G_VNLND,Vineland Mays Landing Solar,Solar PV,Solar,PJM_EMAC,0,0,4.0,0,0.0
57661_G_MANVL,Manalapan Village Solar,Solar PV,Solar,PJM_EMAC,0,0,3.5,0,0.0
57662_G_MCGRH,McGraw Hill Solar,Solar PV,Solar,PJM_EMAC,0,0,12.0,0,0.0
57667_G_P21A,Seabrook Solar Plant,Solar PV,Solar,PJM_EMAC,0,0,1.5,0,0.0
57667_G_P21B,Seabrook Solar Plant,Solar PV,Solar,PJM_EMAC,0,0,1.5,0,0.0
57667_G_P2P2,Seabrook Solar Plant,Solar PV,Solar,PJM_EMAC,0,0,0.8,0,0.0
57667_G_SBS1,Seabrook Solar Plant,Solar PV,Solar,PJM_EMAC,0,0,3.0,0,0.0
57668_G_CASDE,CASD Solar,Solar PV,Solar,PJM_WMAC,0,0,0.9,0,0.0
57668_G_CASDW,CASD Solar,Solar PV,Solar,PJM_WMAC,0,0,0.4,0,0.0
57677_G_1,"Murphy Farm Power, LLC",Solar PV,Solar,PJM_Dom,0,0,0.9,0,0.0
57716_G_HRS1,Hazle Spindle,Energy Storage,Energy Storage,PJM_WMAC,0,0,20.0,0,0.0
57723_G_PV1,"Johnson Matthey, Inc. Solar",Solar PV,Solar,PJM_EMAC,0,0,4.0,0,0.0
57724_G_NJMC,NJMC Landfill,Solar PV,Solar,PJM_EMAC,0,0,2.5,0,0.0
57726_G_SUMA,Summit Associates,Solar PV,Solar,PJM_EMAC,0,0,1.9,0,0.0
57727_G_BLAR,BlackRock-Matrix,Solar PV,Solar,PJM_EMAC,0,0,2.5,0,0.0
57728_G_MILLC,Mill Creek Solar,Solar PV,Solar,PJM_EMAC,0,0,3.5,0,0.0
57733_G_PV1,Benjamin Moore & Co. Solar,Solar PV,Solar,PJM_EMAC,0,0,1.4,0,0.0
57734_G_CH,Cherry Hill,Solar PV,Solar,PJM_EMAC,0,0,1.1,0,0.0
57742_G_VHQ,Vineland Headquarters,Solar PV,Solar,PJM_EMAC,0,0,1.1,0,0.0
57744_G_1,Laurel Hill Wind,Onshore Wind,Wind,PJM_WMAC,0,0,69.0,0,0.0
57745_G_PV1,The City of Vineland at West Vineland,Solar PV,Solar,PJM_EMAC,0,0,3.7,0,0.0
57746_G_PV1,The City of Vineland at North Vineland,Solar PV,Solar,PJM_EMAC,0,0,2.3,0,0.0
57747_G_1,FedEx Field Solar Facility,Solar PV,Solar,PJM_SMAC,0,0,2.0,0,0.0
57750_G_P1,Maple Solar,Solar PV,Solar,PJM_EMAC,0,0,1.6,0,0.0
57750_G_P2,Maple Solar,Solar PV,Solar,PJM_EMAC,0,0,0.8,0,0.0
57754_G_1,Frederick County LFGTE Facility,Landfill Gas,Landfill Gas,PJM_AP,0,0,1.0,0,1.5
57754_G_2,Frederick County LFGTE Facility,Landfill Gas,Landfill Gas,PJM_AP,0,0,1.0,0,1.5
57758_G_PV1,Mount Saint Mary's,Solar PV,Solar,PJM_AP,0,0,13.7,0,0.0
57768_G_1,Longwood Gardens,Solar PV,Solar,PJM_EMAC,0,0,1.3,0,0.0
57769_G_1,Mehoopany Wind Energy LLC,Onshore Wind,Wind,PJM_PENE,0,0,140.8,0,0.0
57772_G_BRID,Perdue Bridgeville Photovoltaic,Solar PV,Solar,PJM_EMAC,0,0,1.3,0,0.0
57776_G_1,FedEx Woodbridge,Solar PV,Solar,PJM_EMAC,0,0,2.0,0,0.0
57788_G_TG1,US GSA Heating and Transmission,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_SMAC,0,0,4.5,0,12.025
57788_G_TG2,US GSA Heating and Transmission,Combustion Turbine,"Natural Gas, Distillate Fuel Oil",PJM_SMAC,0,0,4.5,0,12.025
57794_G_CT1,St Joseph Energy Center,Combined Cycle,Natural Gas,PJM_West,0,0,250.0,0,2.55
57794_G_CT2,St Joseph Energy Center,Combined Cycle,Natural Gas,PJM_West,0,0,250.0,0,2.55
57794_G_ST1,St Joseph Energy Center,Combined Cycle,Natural Gas,PJM_West,0,0,245.0,0,2.55
57799_G_1,"ISH Solar Central, LLC",Solar PV,Solar,PJM_EMAC,0,0,1.4,0,0.0
57805_G_WPU1,William Paterson University,Solar PV,Solar,PJM_EMAC,0,0,1.4,0,0.0
57839_G_CT001,Woodbridge Energy Center,Combined Cycle,Natural Gas,PJM_EMAC,0,0,206.8,0,2.55
57839_G_CT002,Woodbridge Energy Center,Combined Cycle,Natural Gas,PJM_EMAC,0,0,203.6,0,2.55
57839_G_ST001,Woodbridge Energy Center,Combined Cycle,Natural Gas,PJM_EMAC,0,0,314.8,0,2.55
57848_G_SOLAR,WC Landfill Energy LLC,Solar PV,Solar,PJM_EMAC,0,0,1.0,0,0.0
57863_G_UNIT1,McKee City Solar Phase 2,Solar PV,Solar,PJM_EMAC,0,0,2.4,0,0.0
57864_G_2LOT7,Stockton Athletic Center,Solar PV,Solar,PJM_EMAC,0,0,0.5,0,0.0
57864_G_LOT7,Stockton Athletic Center,Solar PV,Solar,PJM_EMAC,0,0,0.3,0,0.0
57864_G_SAC,Stockton Athletic Center,Solar PV,Solar,PJM_EMAC,0,0,0.3,0,0.0
57868_G_UNIT2,L'Oreal Piscataway,Solar PV,Solar,PJM_EMAC,0,0,0.3,0,0.0
57868_G_UNIT3,L'Oreal Piscataway,Solar PV,Solar,PJM_EMAC,0,0,0.3,0,0.0
57879_G_SALI,Perdue Salisbury Photovoltaic,Solar PV,Solar,PJM_EMAC,0,0,1.0,0,0.0
57893_G_LFG1,Martinsville LFG Generator,Landfill Gas,Landfill Gas,PJM_West,0,0,1.0,0,1.5
57897_G_UNT1,Richmond Energy,Landfill Gas,Landfill Gas,PJM_Dom,0,0,1.6,0,1.5
57897_G_UNT2,Richmond Energy,Landfill Gas,Landfill Gas,PJM_Dom,0,0,1.6,0,1.5
57897_G_UNT3,Richmond Energy,Landfill Gas,Landfill Gas,PJM_Dom,0,0,1.6,0,1.5
