Time,Month,Day,Hour,PJM_AP,PJM_ATSI,PJM_COMD,PJM_Dom,PJM_EMAC,PJM_PENE,PJM_SMAC,PJM_WMAC,PJM_West
1236,2,52,13,5240.99695226995,7081.90090841659,9715.17036062005,12071.8608789246,15901.6395308353,1946.37052247888,7110.26079787907,6277.00874277739,19957.5044600876
1237,2,52,14,5290.48748511904,7143.41322173506,9663.00484464691,12195.6836072615,16411.1899720377,1969.87154350434,7276.15239522438,6355.78067182626,20306.0660765233
1238,2,52,15,5429.2459339981,7361.80052296351,9743.15834021672,12459.2270217065,17076.3927044449,2028.75160679772,7526.03418681768,6554.86269324062,20894.9035844688
1239,2,52,16,5651.45014672554,7788.26420027577,9906.3247485989,12798.3859888694,17777.6014536531,2119.50938445324,7873.95049411634,6710.2457527119,22000.6506256361
1240,2,52,17,5668.41606684953,8034.80894295049,10442.7434424149,12856.1635026297,17790.4350804738,2149.68635093998,7891.75407957907,6668.23087110164,22665.8456822162
1241,2,52,18,5650.28716279709,7974.59445239481,11024.8535717949,12678.0839075112,17477.0315307987,2143.05098758501,7790.06144508773,6513.44520213744,22509.2826260844
1242,2,52,19,5488.7105720698,7795.71794272611,11030.6231303435,12356.1980209047,16798.9346772776,2069.73499902096,7562.28125372534,6245.37438059681,21888.6599940038
1243,2,52,20,5281.57413739483,7497.27895084193,10933.01769185,11946.5759704271,15903.8352353056,1987.9803454298,7165.58454422131,5928.07181331726,20964.4062585686
1244,2,52,21,5124.22521945603,7244.49176914952,10614.1494278343,11532.9437298658,14921.8563344194,1945.5295347928,6725.90295343213,5650.93396880112,19974.0124179098
1245,2,52,22,4996.01650628102,7029.8643313834,10317.1328063281,11266.3532778146,14317.6219722708,1910.78033309024,6404.95973298588,5465.99931836641,19450.127343637
1246,2,52,23,4944.24718604364,6930.28503827579,9835.49370643995,11048.0264179945,13681.4252376224,1928.27493649248,6113.04845589368,5363.98608361505,19298.8800665256
1247,2,52,24,4887.32719356943,6907.91778295578,9457.79083968318,10914.3480975211,13247.849194917,1934.12726409362,5950.76024916936,5325.0809188293,19224.0758224481
1248,2,53,1,4920.56985988595,6890.55525329248,9300.43101677607,10866.2900593183,13037.5165026891,1897.67351321228,5864.88890879513,5376.50610954619,19313.757623815
1249,2,53,2,5010.28037555983,7038.08518943991,9197.26918087096,11009.4026849224,13226.7085700294,1954.70482401869,6000.37060152044,5566.01494740538,19932.5565688877
1250,2,53,3,5303.91539896162,7506.66007835188,9207.20182079939,11425.8689656599,13985.1270600163,2057.80729110284,6473.4584737809,6024.42306990891,21340.7324898457
1251,2,53,4,5693.24939620908,8240.67361176297,9465.53047942974,12067.1820430877,15317.0922413237,2292.26223885365,7164.17526060905,6739.63346506012,23480.1037476719
1252,2,53,5,5863.9280829681,8500.82106844285,10206.1591856602,12376.0473438864,16113.8674565973,2391.35964132579,7456.05165349455,7078.25801402855,24536.6226333226
1253,2,53,6,5915.7738892127,8481.12689610161,11077.1935703379,12444.4848944965,16379.8006066395,2392.15710154287,7531.16648142253,7121.88800312523,24334.8726684165
1254,2,53,7,5897.54922776432,8388.3761725227,11412.5818082166,12452.7544429071,16514.765381749,2402.52055673941,7530.07748782934,7126.76422065177,24038.149836412
1255,2,53,8,5849.47166627946,8351.64175214643,11436.6287086307,12471.5503956759,16497.0172018065,2364.55918539616,7496.97645446808,7110.19517873955,23710.405166306
1256,2,53,9,5819.52693178502,8272.09962484334,11332.4531973741,12478.0045651306,16370.2669443667,2357.39539437946,7473.62238915313,7000.2725972444,23325.8520122295
1257,2,53,10,5738.80648767568,8216.56196115216,11314.5328254821,12500.664910939,16218.2477989343,2311.97680526966,7394.55128094665,6808.23527982853,23009.8754849603
1258,2,53,11,5670.64584495347,8162.67271457879,11256.3936976333,12523.1978154846,16017.0086722747,2284.02606187141,7349.94845784277,6749.29590554944,22652.564466481
1259,2,53,12,5624.86257506441,8050.18516291164,11165.957869277,12538.1945072527,16112.2893865197,2197.60020971937,7362.5849687087,6657.31901406956,22334.6563964889
1260,2,53,13,5577.6796486272,7936.44677045587,11141.5216025406,12635.4707689603,16421.2679410159,2127.7046772981,7541.37715468839,6574.29843677361,21923.126829105
1261,2,53,14,5584.40049878677,7992.59817861205,11072.512861494,12859.6882144579,17077.1777288162,2141.61839900276,7805.29886121415,6602.1955306026,21807.8080533637
1262,2,53,15,5725.94303576064,8084.77468017896,11023.2233731006,13180.8114760887,17979.9809686771,2193.28793266867,8152.86884985657,6810.04590660786,22181.3083241345
1263,2,53,16,6054.13049511033,8504.72090110061,11132.9468779015,13649.7557036396,19170.9582578727,2298.67590291615,8638.18148827314,7170.06103748312,23519.6066126869
1264,2,53,17,6232.02029097955,8747.29627920347,11556.16820125,13789.0796854248,19468.5818082729,2320.4077098967,8814.26866659946,7279.87185248959,24539.0826880713
1265,2,53,18,6239.09916742302,8730.91872520894,12088.5290712417,13699.3151724573,19268.4109659731,2329.76965948347,8780.76156137303,7183.79590659859,24661.1398422017
1266,2,53,19,6107.63442156281,8510.26004684744,12030.4390444101,13457.0336209507,18609.3466514945,2267.42199514801,8524.4508628853,6969.32843288356,24123.748360541
1267,2,53,20,5912.52814583145,8113.46641784956,11809.4732669186,13020.9336799808,17415.7043825378,2158.51481644964,8028.77865417202,6626.04664858639,23120.2452308077
1268,2,53,21,5749.24591221392,7785.09334096859,11328.3517966708,12585.0597994903,16246.4692978385,2067.83272555701,7476.671917636,6348.53616719769,22175.3300144552
1269,2,53,22,5641.660134917,7482.98687789255,10693.5901931979,12352.5891892766,15337.9390719246,1997.67315777309,7082.62530952304,6118.12059589034,21704.6524295897
1270,2,53,23,5544.72445336401,7288.49279035773,10094.1419476845,12271.7721988395,14755.3391986941,1987.32300312297,6816.206617553,6052.12555298574,21494.8404186488
1271,2,53,24,5514.33914311985,7229.87493110393,9655.27652215064,12240.7173628015,14422.4917668337,1940.02806930648,6719.74188158535,6049.78824540205,21399.3587159235
1272,2,54,1,5572.28141901882,7226.36656623734,9349.12665888043,12269.4772473652,14242.3299111473,1963.54182938807,6703.43938104187,6115.56140188804,21399.0052009626
1273,2,54,2,5733.61951074564,7311.35032594989,9168.04958597833,12560.5180841162,14516.1344259672,1999.97011777405,6905.91092559173,6340.3442111473,22241.5528256183
1274,2,54,3,6026.72815167218,7629.53469790342,9096.79857784795,13131.4074494044,15362.3607203144,2116.38496503327,7490.10047034442,6823.62894096771,23656.7703571182
1275,2,54,4,6442.17782424071,8299.71599818739,9264.74324145026,13937.5601350428,16700.6271491573,2310.37902688964,8262.17666840792,7591.79798754971,25782.4435759759
1276,2,54,5,6541.21117357492,8504.45060621879,9887.27366820682,14048.5230009617,17029.9620538568,2387.82680541398,8417.56823739926,7759.49077765481,26580.8342721135
1277,2,54,6,6330.14992414511,8481.33266517237,10754.8674748175,13369.824059217,16392.1902662687,2374.42889878085,7930.78194971077,7490.96090038108,25881.7650457623
1278,2,54,7,6051.30942399281,8389.84894559398,11092.0758954199,12802.4776495265,15761.4258587089,2312.6835539282,7428.99720826506,7158.08381259719,24793.4357917439
1279,2,54,8,5844.73987534782,8269.92952045851,11235.4998986783,12430.9709211737,15357.0555059542,2284.80050179571,7131.06839589886,6967.18301993324,23950.191063744
1280,2,54,9,5732.2677338214,8146.69861836743,11201.4515992998,12215.2661186595,15146.2164138923,2250.14319113217,6981.65671633011,6812.70071141388,23271.2223550604
1281,2,54,10,5637.33657755052,8058.79519458768,11131.0193701341,12064.2235994197,14919.7867959547,2224.19476943358,6899.20775395991,6641.2541226511,22771.4828634543
1282,2,54,11,5538.43180746644,8008.7422074956,11087.5899334218,11988.049821509,14914.7461604156,2219.169667988,6871.11209560155,6536.03708100197,22375.3797930544
1283,2,54,12,5475.4676396391,7912.18270612075,11005.6427670345,11914.4060664497,15009.8102722196,2165.02040227604,6875.7480895727,6405.52128146694,21944.1198487512
1284,2,54,13,5402.62921887911,7797.14873062685,11012.4920992535,11962.1692967974,15466.526759521,2134.24749296359,6988.68671052265,6322.06720520522,21575.6434104362
1285,2,54,14,5440.3509289575,7778.78696666801,10955.327895759,12139.8014643561,16230.185902506,2121.6244862223,7270.12601981051,6399.32179238984,21491.2304840401
1286,2,54,15,5622.46447594466,7956.40907486874,10871.4512528983,12596.7758785177,17354.4538373633,2164.53084397309,7673.21264666147,6645.59679894511,21819.857038401
1287,2,54,16,5950.23615772571,8379.14556249531,10997.7433000847,13300.5082342249,18746.8751637524,2276.92401968574,8282.04403702304,7006.54692758969,22976.3624086427
1288,2,54,17,6099.39128325897,8595.93216969727,11398.3481395646,13605.2069528215,19117.9486019192,2295.58182370956,8527.25958445628,7074.32912064443,23898.4154951011
1289,2,54,18,6117.94400592672,8508.9948771232,11904.9944402728,13572.15879913,18953.8373573087,2277.41468520338,8475.48343158901,7008.62832450762,23777.6624703428
1290,2,54,19,5961.8942920661,8337.65409132344,11783.6997882598,13388.5929152281,18315.4971876917,2211.53685258957,8231.19858700433,6757.47682720101,23246.8682354817
1291,2,54,20,5710.63866852638,7942.68856809774,11553.1350097174,12925.4044372236,17191.002893672,2108.04585902555,7714.88444281706,6375.86296768858,22068.0189724737
1292,2,54,21,5478.85243829874,7545.37999460783,11065.5126238338,12504.6850593302,15967.3817612694,2041.98958181058,7191.84056652493,6119.74504637332,20962.6212389444
1293,2,54,22,5403.55764238605,7249.08079197328,10368.9679238216,12246.4004029626,15056.5272969879,1967.84279121556,6770.28870478568,5902.49594365385,20166.611216264
1294,2,54,23,5280.03560915759,7040.33148048069,9713.53041580057,12129.0401288294,14448.0217718056,1933.35944586667,6511.40999613788,5778.56031675976,19669.2687810236
1295,2,54,24,5287.60715792234,6924.10399722111,9235.22217384442,12027.4725545814,14053.2486437932,1918.60074814701,6336.14750993538,5768.33502799495,19344.6117444374
1296,2,55,1,5307.33261291511,6963.26699340375,8926.50913975841,12052.6283510484,13869.1549829265,1923.98882808108,6266.51886948283,5783.0516396233,19349.7199914993
1297,2,55,2,5378.00293795055,7062.51740868911,8708.65737867543,12212.0572476844,14024.5956811995,1977.81186504662,6431.8002761681,5954.83518643756,19741.3658088154
1298,2,55,3,5651.43763019713,7420.24373707403,8612.27459117762,12703.5281954989,14832.1235950752,2076.49050664344,6886.87353418722,6421.62995559917,20898.6497480166
1299,2,55,4,5990.59494459311,8053.74384259095,8779.28476542001,13383.1196338418,16134.6581551397,2281.48144283185,7585.8197367749,7123.87221502267,22855.0725411868
1300,2,55,5,6144.50689631232,8241.12525898811,9368.74163426851,13547.3862778912,16618.5520860385,2349.97219740968,7797.80313027581,7433.97838758485,23656.4152971284
1301,2,55,6,6081.88711957275,8321.44723928672,10209.2748386457,13344.4760537132,16340.3036223854,2341.18662902836,7681.49649481818,7292.24743002067,23490.7922047684
1302,2,55,7,5923.45257395811,8306.90686265442,10573.8311133833,13093.7251782648,15834.0733756938,2297.21216907309,7374.26484505133,7042.18942242753,23344.4970318109
1303,2,55,8,5828.14429534597,8370.90783403109,10658.8951052653,12877.0215181917,15374.4223129792,2267.46444115226,7088.67650853378,6859.1652776384,23285.5192009909
1304,2,55,9,5693.17011033776,8300.27284011514,10724.5766151933,12617.3725367676,15154.4369474058,2218.60553916043,6969.3180643768,6693.12866335159,23048.3353198443
1305,2,55,10,5610.66949236657,8220.89835379155,10811.5308078229,12442.4783115886,14965.4079787926,2212.0330284908,6810.25364254221,6557.01743473132,22833.5342978882
1306,2,55,11,5590.62359868943,8269.41065686353,10813.2137298761,12347.5441248801,14996.3412417162,2212.72822239398,6801.75026789152,6488.27758383389,22630.8678801535
1307,2,55,12,5457.63280028218,8156.90595777381,10777.6807626042,12280.371607873,15135.1854156089,2158.71055993269,6849.88707759251,6372.97013690417,22387.1986474561
1308,2,55,13,5473.1119937819,8127.76437453498,10859.1410142706,12344.5135308221,15607.1337632662,2159.44240177932,7032.29878386804,6316.78966224065,22109.6131513651
1309,2,55,14,5567.39882923729,8186.86132883373,10950.8156471354,12537.4620122309,16281.0695829121,2178.97949481703,7282.36618141563,6409.67382324787,22265.9942162239
1310,2,55,15,5684.62362612381,8219.58866900763,11023.1377499375,12877.1450851885,17256.3075043159,2188.43728582778,7666.71866731486,6591.35842834522,22650.1582137283
1311,2,55,16,5934.42207808588,8562.11427705517,11344.2335411624,13357.8239617752,18504.0487593178,2260.24419687338,8120.5317213176,6874.57152023003,23601.4217013238
1312,2,55,17,5992.6373650042,8589.36756475922,11841.6431922182,13471.7750906357,18726.7608263491,2256.49565825802,8233.82674293697,6899.89537013605,23846.2473923864
1313,2,55,18,5942.49798198711,8452.15021869067,12143.260686,13326.4268971635,18430.6586463991,2192.27716333701,8139.13524474296,6735.06781049259,23500.0916117227
1314,2,55,19,5791.37220480831,8197.13382131948,12076.7133002912,13004.5208764004,17709.181751151,2153.99422044151,7827.74473097984,6459.50248254281,22731.2728851375
1315,2,55,20,5471.22264181256,7778.45912849601,11877.1275345398,12490.5382097742,16476.422023087,2024.86193406284,7284.08310011291,6053.45590354337,21520.7885347695
1316,2,55,21,5248.10073171432,7320.91928061728,11400.4326897527,11969.3164687399,15231.6859196791,1923.48441141912,6751.33518868145,5727.36992693337,20217.5245542512
1317,2,55,22,5057.1479188973,7030.21775881512,10638.492148129,11599.5644642083,14240.1790655906,1871.89424014817,6285.4015697647,5495.00124917457,19335.4233196093
1318,2,55,23,4984.94898434065,6805.63184995057,10020.994908121,11405.1917301842,13627.8764054413,1833.58106236231,5982.22135533421,5411.53213684791,18831.494671432
1319,2,55,24,4957.83095918442,6733.83333855297,9544.0741296776,11278.968242009,13168.5020702549,1819.4261390157,5842.03055256263,5373.11524867502,18518.657911003
1320,2,56,1,4915.4997955538,6691.34697693041,9252.33841952959,11229.8641879907,12992.9670310596,1812.79741942497,5753.80456330862,5396.46311748898,18522.1040571151
1321,2,56,2,5044.42338362844,6855.44322854335,9055.4321096174,11370.0999670848,13121.096986763,1856.30116095723,5892.22181557847,5554.79402973143,18965.5368073446
1322,2,56,3,5216.77810859579,7176.51503592965,9036.97928998334,11790.2473023202,13898.3005588891,1973.42737713903,6363.11098201045,6008.11444215083,20095.6343119996
1323,2,56,4,5535.83520138708,7829.80136181565,9266.62695103688,12451.1722672369,15205.8292178448,2177.77808129711,7055.09719999299,6708.25531769885,22056.7204167665
1324,2,56,5,5741.9849624291,8173.08809679456,9962.81539429752,12684.9995690524,15866.1448952448,2271.7082777578,7325.55467799104,6956.40986028541,23201.3537235614
1325,2,56,6,5729.38524553457,8271.82164575342,10990.7252238298,12623.4087481024,15886.8454702571,2272.50395955259,7325.53140167741,6936.42033449676,23263.9089051081
1326,2,56,7,5814.39936538201,8376.34916086359,11577.0399667346,12559.9643976157,15812.8425694701,2268.61335996278,7322.54373303862,6907.86424289611,23382.8878523615
1327,2,56,8,5839.16764859297,8552.92486663868,11774.3706562129,12576.1380384299,15744.6674577471,2284.11403078541,7314.48934238968,6817.48043264428,23553.3772512241
1328,2,56,9,5792.45779372888,8627.02936131189,11787.2143884401,12550.0845089599,15806.7502666818,2270.02328488502,7339.77400596828,6708.20007183916,23486.9995704018
1329,2,56,10,5817.72591421397,8622.48336915157,11868.8488968119,12532.5296070941,15618.4181928791,2284.79362031531,7271.04347237367,6621.88739107783,23419.1304791825
1330,2,56,11,5749.93018695006,8715.48751796826,11835.5929649539,12513.2994514552,15816.9433567062,2254.13611816661,7300.43517113524,6602.01486803879,23362.3608152501
1331,2,56,12,5770.10215680859,8688.81424252005,11674.6727012006,12577.8140228605,16064.0397801469,2234.2623855672,7331.23585566015,6572.37588339075,23208.8021297623
1332,2,56,13,5786.3862633878,8684.59358007347,11603.245890187,12643.6758721621,16353.8000476218,2211.4763708331,7488.16865602854,6560.56246954442,22962.3100586819
1333,2,56,14,5890.91010771765,8824.18148851979,11436.1286558564,12789.6748488041,17045.1591792774,2236.19934331646,7743.24994185694,6719.96180519527,23362.7621720092
1334,2,56,15,5998.06017008173,8942.35634059669,11444.828145133,13110.8841673559,17911.4677330674,2271.83639988957,8157.77148052183,6943.30197757882,23844.9700639846
1335,2,56,16,6096.49136700648,9190.19959705621,11545.774815384,13506.6127421331,18706.7189546776,2313.79782778804,8407.40218741518,7104.53186048714,24740.723191554
1336,2,56,17,6154.59443434802,9234.64031797639,11917.0716747707,13512.7139436887,18813.136229349,2298.98750242645,8460.2186635623,7066.53558368244,25163.34754264
1337,2,56,18,6082.63359132558,9089.35987276466,12510.4662084554,13324.8378742966,18636.6626358519,2243.03066833013,8354.46706404607,6889.16299841294,24982.3165261028
1338,2,56,19,5964.88627589014,8834.83694010946,12423.2109068023,13016.1373486784,17919.6421003914,2142.26908217497,8032.69949776435,6612.688172633,24464.7609202917
1339,2,56,20,5720.34364358,8380.20600743955,12194.9662397742,12502.7946546484,16779.3998671562,2054.0814125581,7458.8907008758,6212.46691306905,23309.1188797188
1340,2,56,21,5579.751562519,7994.02325328956,11768.3839623377,12020.8663825772,15575.9020432787,1930.88976190325,6913.52964124285,5828.80679603975,22298.4468572313
1341,2,56,22,5436.11504434823,7684.16329731107,11012.704039086,11734.9513941929,14570.8857891157,1913.24611561816,6462.49633527991,5586.88319663233,21589.5140726041
1342,2,56,23,5409.22779142245,7445.60319169186,10407.3754156988,11589.2014266197,13921.8134519704,1896.64747419426,6264.6342212287,5479.50175246603,21258.9264039304
1343,2,56,24,5358.52266443054,7373.00256197213,9929.64628094207,11563.3130360204,13490.2894819566,1880.75592146538,6181.24590287809,5440.34158828864,21092.1910253025
1344,2,57,1,5431.4821802407,7357.30142702832,9687.22214726472,11634.5244361373,13320.7938838683,1888.4097114179,6202.89592844998,5471.33754996714,21252.951966926
1345,2,57,2,5479.35739915859,7465.66474477159,9478.35897694132,11831.5977814386,13532.4005368603,1908.12883302346,6376.91652964143,5653.22662822752,21708.7245879368
1346,2,57,3,5718.19213167861,7828.7420216309,9425.33373370663,12327.5388408726,14301.02665232,2011.81640104644,6871.39413446397,6080.9432128428,23133.1674317091
1347,2,57,4,6148.92223539596,8386.58198299022,9646.27361114815,12912.5555410408,15674.7697357609,2161.54908853945,7506.59793087424,6800.02204320927,25190.4236804495
1348,2,57,5,6329.86053641181,8659.14322097147,10271.9638088242,13140.7424783169,16663.1251014116,2266.55885596943,7859.89764701645,7208.00359337472,26152.6973296237
1349,2,57,6,6390.61609265157,8753.73376211207,11007.1713158854,13018.5778875082,17266.5879518726,2333.0307843309,8082.18532551211,7402.23811205298,25882.6236808938
1350,2,57,7,6440.0009005394,8766.86646759347,11261.4219396639,12880.2173510042,17700.1994639796,2307.20334559082,8024.59296633318,7498.92261054634,25643.3190640792
1351,2,57,8,6443.9528559255,8817.44767554504,11274.7797548871,12767.1716765234,18032.5985475231,2332.96995917753,7907.20243387803,7545.02486355948,25360.3678641091
1352,2,57,9,6427.97986240751,8765.73486242789,11297.1184514188,12579.0656922238,18229.1952393608,2322.41827366701,7830.02156938406,7485.53927284453,24832.4758062134
1353,2,57,10,6296.90108505262,8684.85330818789,11348.8152351435,12347.9999329241,18378.1527197922,2309.32517761072,7674.49459255515,7403.70041474303,24307.8930712614
1354,2,57,11,6239.70001610571,8641.72025873476,11266.0902906764,12153.5281902465,18486.3565491928,2311.56137444245,7686.48997759452,7346.07098178317,23819.4726811174
1355,2,57,12,6198.78739878287,8562.15575838949,11165.9192007518,12077.0506171378,18473.4999073586,2245.77678079042,7604.97974701893,7204.96704084232,23384.5956360145
1356,2,57,13,6134.0626956245,8423.31068139702,11126.9859197676,12060.4572093068,18522.3897846168,2222.18425154034,7586.30060878092,7086.72632535119,22852.9915627167
1357,2,57,14,6147.77506761789,8414.98587544534,11043.4000653853,12354.3098548331,18818.6283937722,2222.74468935688,7726.77651917515,7098.131569637,22793.6907046844
1358,2,57,15,6222.30152654283,8466.93833421667,10975.6564836615,12816.8731205883,19405.9040324783,2230.31646351163,8163.99917114926,7228.13063137735,23143.4420906707
1359,2,57,16,6540.19465622704,8778.16989608585,11078.9214240685,13509.4453481132,20047.3289091898,2296.34172363891,8592.15548944952,7363.85113070068,24270.9253928489
1360,2,57,17,6608.69135544949,8913.97208442426,11486.3705925156,13701.8191795082,20023.8732436956,2299.25782261703,8735.60406072419,7263.61328016765,25157.4785307767
1361,2,57,18,6608.98215850049,8810.48467117267,12074.8404133074,13669.5758398393,19630.9384715907,2288.71922659444,8586.29601667034,7115.86973532127,25177.6660493241
1362,2,57,19,6455.92604313408,8647.42037466355,12032.399170368,13546.2546489781,18947.6956741904,2228.47543584752,8343.86607364316,6858.55386383254,24880.0293696702
1363,2,57,20,6250.37769541674,8338.59302341632,11843.8670787598,13228.5538805626,17940.5076117553,2117.79961616538,7942.31598378436,6506.07037926626,24078.064757039
1364,2,57,21,6007.26455395025,7949.04842180931,11567.3564270942,12858.4577895181,16806.7331719083,2035.86380617595,7471.42274685675,6157.9571774303,23106.0503739632
1365,2,57,22,5834.5066710936,7604.07042690168,10814.5170470008,12555.2242177633,15658.4075985225,1956.93149187513,7058.24092284121,5907.09033708573,22430.7476310931
1366,2,57,23,5671.19195151278,7416.8840095525,10257.7131925153,12410.5116141554,15080.5845813729,1907.94572031039,6825.35249197616,5771.19271160382,22131.445283309
1367,2,57,24,5643.64614597036,7337.5266177573,9800.6107253017,12339.5659020654,14670.4195243576,1910.66547924399,6666.29506736431,5708.32050532581,22049.1141600135
1368,2,58,1,5701.75965491654,7257.22839507778,9502.38062808959,12350.0349557582,14338.2398413243,1885.8173322293,6585.14187114409,5672.52690597837,22110.9535703022
1369,2,58,2,5731.62819837949,7308.91311877828,9261.06422101236,12439.6338773457,14248.0232267564,1919.67345900949,6616.97825418081,5713.88665850347,22382.832081475
1370,2,58,3,5848.92424920011,7436.64768626106,9146.61262063697,12611.5949237479,14426.2419616928,1937.33095090307,6769.68208035349,5863.20304046771,22981.7267893262
1371,2,58,4,6017.73760015914,7679.07411497724,9209.93532520253,12861.8963773542,14752.3335610668,2023.53773065412,6956.18170557768,6104.08554374653,23827.6757737885
1372,2,58,5,6115.31120231789,7750.3330864877,9430.47184727673,13075.4053933057,15019.8126779455,2081.29492747649,7165.64767631198,6313.17122518022,24266.0540552984
1373,2,58,6,6113.10525081492,7850.47945209497,9702.89614150933,13071.9497574921,15215.78269734,2148.16683773398,7404.02587219837,6507.70127867217,24329.1552224203
1374,2,58,7,6055.30873366161,7925.80955038486,9870.43857392199,12923.6857074262,15148.5875526332,2177.94416224676,7406.44175953374,6571.80040827825,23910.0755726036
1375,2,58,8,5958.1746855983,7868.44503946593,10051.7899282886,12773.457937603,14958.2737287958,2177.2658411127,7275.89211450994,6541.27216986371,23486.19583802
1376,2,58,9,5846.65748492324,7839.65999457159,10123.6336452832,12544.9546018016,14909.3312125736,2156.80727815106,7045.52371954614,6433.09023120236,22825.4581849954
1377,2,58,10,5752.54149893387,7802.84129113367,10189.1344112956,12282.0323937353,14790.5812331593,2108.69685318133,6874.78555267251,6280.16391809638,22156.5836598674
1378,2,58,11,5635.98152430723,7645.48821237193,10140.423275642,12115.4849781618,14649.4350960181,2082.44363448384,6781.12145808123,6167.4162063814,21609.3017793354
1379,2,58,12,5548.39789737449,7539.4091325207,10019.3011137947,11985.3602592109,14850.742960111,2033.92346112586,6774.22320469827,6181.44900225242,21014.6880799109
1380,2,58,13,5497.24187882511,7444.87278606742,9878.30550316741,11941.3870718927,15193.8580934004,2056.34637948852,6786.56497298425,6196.86526731438,20694.8042161852
1381,2,58,14,5563.49107336317,7482.69879301819,9764.35689065506,12110.1702992568,15887.9076686564,2041.37390154702,6999.29420257803,6355.52000578148,20780.0918507888
1382,2,58,15,5677.01142015827,7616.87795994116,9785.94966678886,12505.0329390783,16637.5571005883,2071.24078333269,7358.77204106305,6522.07732701442,21136.5361492868
1383,2,58,16,5995.48872707042,7980.70400789819,9901.17999338385,13130.8238750426,17661.2247290655,2137.68574963649,7909.61038379337,6784.73579721824,22316.8079050997
1384,2,58,17,6109.04421673233,8215.60946119066,10281.592363484,13348.7642275765,17832.4776142853,2164.63932569276,8081.31516972116,6811.02486376178,23429.9527092153
1385,2,58,18,6148.61635852113,8207.99849988679,10918.3107366131,13386.9590079213,17691.0140240808,2136.15248745822,8117.23179059911,6719.36287753252,23559.9982483108
1386,2,58,19,6052.71082559159,8095.23578318078,10944.5184521086,13309.6984040002,17335.0624471641,2081.61574923932,7989.78043392224,6548.93698970049,23318.4158821418
1387,2,58,20,5928.99793989265,7833.37891206661,10859.2077632825,13085.6744667904,16693.6138811817,2013.19748452436,7751.51912869051,6245.98144374785,22830.8784189632
1388,2,58,21,5801.262072862,7526.85742386777,10665.694571977,12860.85474731,15892.8351649966,1938.74485369363,7411.18967663401,5950.53180958604,22244.3650783267
1389,2,58,22,5633.84353578224,7313.73788913351,10242.8756755944,12681.3266968246,15158.1416588792,1870.51884121502,7081.4737016411,5730.87631304688,21684.1021933121
1390,2,58,23,5573.91049580724,7180.06286179744,9804.07246800198,12527.4072147293,14540.1407724107,1841.4442857935,6803.27515087212,5580.5098331954,21323.5719384809
1391,2,58,24,5503.57027942817,7139.8644673297,9434.02666128761,12441.0379206551,14103.6057808198,1823.61170734241,6606.30988558066,5501.55472084301,21350.8522100506
1392,2,59,1,5521.21288791157,7070.54059509081,9214.60854258637,12384.7552872103,13773.1928203058,1814.86717431278,6504.50563440976,5464.84973478104,21397.2532403039
1393,2,59,2,5583.51854040908,7101.53981137224,9011.4386356568,12443.9839941034,13659.8581330276,1828.65113773102,6479.43465904365,5499.82505809346,21654.3784740054
1394,2,59,3,5603.34987045991,7163.57974511056,8896.45027932394,12607.7944804228,13755.5974836541,1858.00086707848,6621.76964022674,5620.60323036543,22133.560787254
1395,2,59,4,5808.46988751466,7303.19784921281,8928.66507601439,12839.3621907562,13993.4546660338,1911.62339333042,6797.5237860743,5829.78553149577,22832.2628743543
1396,2,59,5,5847.75551122556,7397.80589444721,9030.58405556151,12960.0945733561,14260.4563157925,1972.40301886264,6898.75707168114,6044.8835319188,23363.2162667633
1397,2,59,6,5864.58894302594,7512.23701568444,9098.32111484058,12857.3698549258,14758.0132148847,2030.38904206586,6910.19161860281,6265.39707897575,23587.3837427052
1398,2,59,7,5819.35940380165,7465.13261160191,9152.03261574316,12708.4391667387,15143.9701536395,2040.06130240403,6878.32283334509,6305.95315363896,23232.246330153
1399,2,59,8,5718.8531170894,7449.85549673045,9312.44680505156,12555.2594021082,15180.3175998846,2017.86584978402,6779.00283622529,6239.19611276901,22432.3927404023
1400,2,59,9,5580.14002674989,7476.18607849349,9410.7204590466,12402.3091947473,14960.6848261018,2015.12392983941,6714.60709301302,6193.47296953998,21816.8487858051
1401,2,59,10,5524.84878498552,7450.17215653973,9477.42455273724,12217.2727425106,14760.126929945,1996.35658371523,6627.18628901878,6104.01128279997,21355.8913534821
1402,2,59,11,5432.68647661962,7326.29370452567,9469.71678470302,12088.6770351727,14614.0827523864,1964.57247164464,6599.44141968936,6018.42195073587,20722.3417191858
1403,2,59,12,5320.96756732867,7239.44450644479,9486.68821259464,12006.541170423,14569.8726912769,1946.41085626921,6714.02189131721,5964.95357431561,20364.8266700994
1404,2,59,13,5347.96965833268,7206.77606060057,9392.83321694957,11990.0607452547,14748.1477164142,1944.0390108351,6728.93991176639,5972.87757947459,20181.9071468035
1405,2,59,14,5420.63070811372,7318.13688394564,9371.77837088906,12157.068291078,15524.4855007821,1975.0725395396,7046.90151865863,6102.05722159573,20355.648243059
1406,2,59,15,5573.95671126177,7619.71300047165,9491.87277031343,12587.8712101133,16637.3593331421,2038.6031771644,7431.80719398135,6430.65626734598,20939.7512208397
1407,2,59,16,6009.53877955009,8081.21743579238,9672.97769168953,13291.8618278588,18116.700109145,2144.8252259858,8039.28569444767,6892.49004014172,22360.263268617
